Year,Week,Position,Rank,Player,Field Goals,Field Goal Attempts,Percentage,Longest Kick,Kicks below 20,Kicks from 20-29,Kicks from 30-39,Kicks from 40-49,50+,Extra Points Made,Extra Point Attempts,Games played,Fantasy Points,Fantasy Points per Week,Rostered Percentage,Extra Points Attempted
2015,4,K,28,Phil Dawson (FA),1,1,100.0,33,0,0,1,0,0,0,,1,3.0,3.0,0.1%,0
2015,4,K,29,Andrew Franks (FA),0,0,0,0,0,0,0,0,0,2,,1,2.0,2.0,0.0%,2
2015,4,K,30,Caleb Sturgis (FA),0,1,0.0,0,0,0,0,0,0,2,,1,2.0,2.0,0.0%,3
2015,4,K,31,Jonathan Brown (FA),0,0,0,0,0,0,0,0,0,0,,1,0.0,0.0,0.0%,0
2015,4,K,32,Jordan Gay (FA),0,0,0,0,0,0,0,0,0,0,,1,0.0,0.0,0.0%,0
2015,5,K,1,Caleb Sturgis (FA),4,4,100.0,41,0,2,1,1,0,3,,1,16.0,16.0,0.0%,4
2015,5,K,2,Stephen Gostkowski (FA),3,3,100.0,57,0,0,1,1,1,3,,1,15.0,15.0,0.1%,3
2015,5,K,3,Travis Coons (FA),4,4,100.0,43,0,0,2,2,0,1,,1,15.0,15.0,0.1%,1
2015,5,K,4,Connor Barth (FA),3,3,100.0,47,0,0,1,2,0,3,,1,14.0,14.0,0.0%,3
2015,5,K,5,Josh Brown (FA),3,3,100.0,41,0,2,0,1,0,3,,1,13.0,13.0,0.0%,3
2015,5,K,6,Brandon McManus (DEN),3,3,100.0,52,0,2,0,0,1,1,,1,12.0,12.0,86.4%,1
2015,5,K,7,Adam Vinatieri (FA),2,2,100.0,48,0,0,0,2,0,3,,1,11.0,11.0,0.2%,3
2015,5,K,8,Josh Lambo (FA),2,3,66.7,54,0,0,0,1,1,2,,1,11.0,11.0,0.1%,2
2015,5,K,9,Phil Dawson (FA),2,2,100.0,43,0,1,0,1,0,3,,1,10.0,10.0,0.1%,3
2015,5,K,10,Mike Nugent (FA),2,2,100.0,42,0,0,1,1,0,3,,1,10.0,10.0,0.0%,3
2015,5,K,11,Nick Novak (FA),2,2,100.0,49,0,0,1,1,0,2,,1,9.0,9.0,0.1%,2
2015,5,K,12,Dustin Hopkins (LAC),2,3,66.7,52,0,1,0,0,1,1,,1,9.0,9.0,10.4%,1
2015,5,K,13,Dan Bailey (FA),2,2,100.0,51,0,1,0,0,1,0,,1,8.0,8.0,0.0%,0
2015,5,K,14,Matt Bryant (FA),2,4,50.0,42,0,1,0,1,0,1,,1,8.0,8.0,0.1%,1
2015,5,K,15,Ryan Succop (TB),2,2,100.0,41,0,1,0,1,0,1,,1,8.0,8.0,18.5%,1
2015,5,K,16,Robbie Gould (SF),2,2,100.0,44,0,0,1,1,0,0,,1,7.0,7.0,14.5%,0
2015,5,K,17,Jason Myers (SEA),1,1,100.0,31,0,0,1,0,0,4,,1,7.0,7.0,0.7%,4
2015,5,K,18,Chris Boswell (PIT),1,1,100.0,47,0,0,0,1,0,3,,1,7.0,7.0,9.5%,3
2015,5,K,19,Chandler Catanzaro (FA),0,0,0,0,0,0,0,0,0,6,,1,6.0,6.0,0.0%,6
2015,5,K,20,Sebastian Janikowski (FA),1,3,33.3,50,0,0,0,0,1,1,,1,6.0,6.0,11.0%,1
2015,5,K,21,Stephen Hauschka (FA),1,1,100.0,24,0,1,0,0,0,3,,1,6.0,6.0,0.0%,3
2015,5,K,22,Justin Tucker (BAL),1,2,50.0,23,0,1,0,0,0,3,,1,6.0,6.0,99.7%,3
2015,5,K,23,Mason Crosby (GB),1,1,100.0,35,0,0,1,0,0,3,,1,6.0,6.0,3.7%,3
2015,5,K,24,Matt Prater (ARI),1,1,100.0,40,0,0,0,1,0,2,,1,6.0,6.0,74.8%,2
2015,5,K,25,Cairo Santos (CHI),1,3,33.3,35,0,0,1,0,0,2,,1,5.0,5.0,0.9%,2
2015,5,K,26,Zach Hocker (FA),1,1,100.0,21,0,1,0,0,0,2,,1,5.0,5.0,0.0%,2
2015,5,K,27,Greg Zuerlein (NYJ),1,4,25.0,42,0,0,0,1,0,1,,1,5.0,5.0,0.7%,1
2015,5,K,28,Dan Carpenter (FA),0,0,0,0,0,0,0,0,0,2,,1,2.0,2.0,0.2%,2
2015,5,K,29,Jonathan Brown (FA),0,0,0,0,0,0,0,0,0,0,,1,0.0,0.0,0.0%,0
2015,5,K,30,Billy Cundiff (FA),0,0,0,0,0,0,0,0,0,0,,1,0.0,0.0,0.0%,0
2015,6,K,1,Chris Boswell (PIT),4,4,100.0,51,0,1,0,2,1,1,,1,17.0,17.0,9.5%,1
2015,6,K,2,Phil Dawson (FA),4,4,100.0,53,0,1,1,1,1,1,,1,16.0,16.0,0.1%,1
2015,6,K,3,Robbie Gould (SF),4,4,100.0,38,0,3,1,0,0,2,,1,14.0,14.0,14.5%,2
2015,6,K,4,Brandon McManus (DEN),4,5,80.0,39,0,2,2,0,0,2,,1,14.0,14.0,86.4%,2
2015,6,K,5,Stephen Hauschka (FA),3,3,100.0,50,0,0,1,1,1,2,,1,14.0,14.0,0.0%,2
2015,6,K,6,Matt Prater (ARI),3,3,100.0,39,0,1,2,0,0,4,,1,13.0,13.0,74.8%,4
2015,6,K,7,Blair Walsh (FA),3,3,100.0,45,0,1,0,2,0,1,,1,12.0,12.0,0.1%,1
2015,6,K,8,Mike Nugent (FA),2,2,100.0,47,0,0,1,1,0,4,,1,11.0,11.0,0.0%,4
2015,6,K,9,Stephen Gostkowski (FA),2,2,100.0,40,0,0,1,1,0,4,,1,11.0,11.0,0.1%,4
2015,6,K,10,Dustin Hopkins (LAC),2,2,100.0,54,0,0,1,0,1,2,,1,10.0,10.0,10.4%,2
2015,6,K,11,Nick Folk (NE),2,3,66.7,39,0,0,2,0,0,4,,1,10.0,10.0,86.1%,4
2015,6,K,12,Mason Crosby (GB),2,2,100.0,28,0,2,0,0,0,3,,1,9.0,9.0,3.7%,3
2015,6,K,13,Caleb Sturgis (FA),2,2,100.0,39,0,0,2,0,0,3,,1,9.0,9.0,0.0%,3
2015,6,K,14,Josh Lambo (FA),2,2,100.0,36,0,0,2,0,0,2,,1,8.0,8.0,0.1%,2
2015,6,K,15,Andrew Franks (FA),1,1,100.0,30,0,0,1,0,0,5,,1,8.0,8.0,0.0%,5
2015,6,K,16,Justin Tucker (BAL),2,3,66.7,36,0,1,1,0,0,2,,1,8.0,8.0,99.7%,2
2015,6,K,17,Nick Novak (FA),1,1,100.0,41,0,0,0,1,0,4,,1,8.0,8.0,0.1%,4
2015,6,K,18,Chandler Catanzaro (FA),2,3,66.7,39,0,0,2,0,0,1,,1,7.0,7.0,0.0%,1
2015,6,K,19,Zach Hocker (FA),1,3,33.3,31,0,0,1,0,0,4,,1,7.0,7.0,0.0%,4
2015,6,K,20,Travis Coons (FA),1,1,100.0,26,0,1,0,0,0,2,,1,5.0,5.0,0.1%,2
2015,6,K,21,Cairo Santos (CHI),1,1,100.0,48,0,0,0,1,0,1,,1,5.0,5.0,0.9%,1
2015,6,K,22,Ryan Succop (TB),1,1,100.0,37,0,0,1,0,0,1,,1,4.0,4.0,18.5%,1
2015,6,K,23,Matt Bryant (FA),0,0,0,0,0,0,0,0,0,3,,1,3.0,3.0,0.1%,3
2015,6,K,24,Adam Vinatieri (FA),0,0,0,0,0,0,0,0,0,3,,1,3.0,3.0,0.2%,3
2015,6,K,25,Graham Gano (NYG),0,0,0,0,0,0,0,0,0,3,,1,3.0,3.0,48.4%,4
2015,6,K,26,Dan Carpenter (FA),0,0,0,0,0,0,0,0,0,3,,1,3.0,3.0,0.2%,3
2015,6,K,27,Jason Myers (SEA),0,0,0,0,0,0,0,0,0,2,,1,2.0,2.0,0.7%,3
2015,6,K,28,Josh Brown (FA),0,0,0,0,0,0,0,0,0,1,,1,1.0,1.0,0.0%,1
2015,6,K,29,Jonathan Brown (FA),0,0,0,0,0,0,0,0,0,0,,1,0.0,0.0,0.0%,0
2015,7,K,1,Blair Walsh (FA),5,5,100.0,53,0,1,2,0,2,1,,1,20.0,20.0,0.1%,2
2015,7,K,2,Connor Barth (FA),3,3,100.0,45,0,2,0,1,0,3,,1,13.0,13.0,0.0%,3
2015,7,K,3,Nick Folk (NE),3,3,100.0,55,0,1,1,0,1,2,,1,13.0,13.0,86.1%,2
2015,7,K,4,Sebastian Janikowski (FA),3,3,100.0,32,0,1,2,0,0,4,,1,13.0,13.0,11.0%,4
2015,7,K,5,Stephen Gostkowski (FA),3,3,100.0,46,0,1,1,1,0,3,,1,13.0,13.0,0.1%,3
2015,7,K,6,Caleb Sturgis (FA),3,4,75.0,52,0,2,0,0,1,1,,1,12.0,12.0,0.0%,1
2015,7,K,7,Dan Carpenter (FA),3,3,100.0,38,0,1,2,0,0,2,,1,11.0,11.0,0.2%,2
2015,7,K,8,Cairo Santos (CHI),3,4,75.0,30,0,2,1,0,0,2,,1,11.0,11.0,0.9%,2
2015,7,K,9,Andrew Franks (FA),1,1,100.0,53,0,0,0,0,1,5,,1,10.0,10.0,0.0%,6
2015,7,K,10,Josh Brown (FA),2,2,100.0,47,0,0,1,1,0,3,,1,10.0,10.0,0.0%,3
2015,7,K,11,Stephen Hauschka (FA),2,2,100.0,49,0,0,0,2,0,2,,1,10.0,10.0,0.0%,2
2015,7,K,12,Dan Bailey (FA),2,2,100.0,48,0,0,1,1,0,2,,1,9.0,9.0,0.0%,2
2015,7,K,13,Josh Lambo (FA),2,2,100.0,44,0,0,0,2,0,1,,1,9.0,9.0,0.1%,1
2015,7,K,14,Graham Gano (NYG),2,2,100.0,35,0,1,1,0,0,3,,1,9.0,9.0,48.4%,3
2015,7,K,15,Chandler Catanzaro (FA),2,3,66.7,21,0,2,0,0,0,2,,1,8.0,8.0,0.0%,3
2015,7,K,16,Matt Prater (ARI),1,1,100.0,52,0,0,0,0,1,2,,1,7.0,7.0,74.8%,2
2015,7,K,17,Travis Coons (FA),2,2,100.0,44,0,1,0,1,0,0,,1,7.0,7.0,0.1%,0
2015,7,K,18,Chris Boswell (PIT),2,2,100.0,36,0,1,1,0,0,1,,1,7.0,7.0,9.5%,1
2015,7,K,19,Dustin Hopkins (LAC),1,1,100.0,35,0,0,1,0,0,4,,1,7.0,7.0,10.4%,4
2015,7,K,20,Greg Zuerlein (NYJ),1,3,33.3,39,0,0,1,0,0,3,,1,6.0,6.0,0.7%,3
2015,7,K,21,Justin Tucker (BAL),1,1,100.0,44,0,0,0,1,0,1,,1,5.0,5.0,99.7%,1
2015,7,K,22,Jason Myers (SEA),0,0,0,0,0,0,0,0,0,4,,1,4.0,4.0,0.7%,5
2015,7,K,23,Matt Bryant (FA),1,2,50.0,27,0,1,0,0,0,1,,1,4.0,4.0,0.1%,1
2015,7,K,24,Phil Dawson (FA),1,1,100.0,35,0,0,1,0,0,0,,1,3.0,3.0,0.1%,0
2015,7,K,25,Kai Forbath (LAR),0,0,0,0,0,0,0,0,0,3,,1,3.0,3.0,0.0%,4
2015,7,K,26,Adam Vinatieri (FA),0,0,0,0,0,0,0,0,0,3,,1,3.0,3.0,0.2%,3
2015,7,K,27,Nick Novak (FA),0,0,0,0,0,0,0,0,0,2,,1,2.0,2.0,0.1%,3
2015,7,K,28,Ryan Succop (TB),0,0,0,0,0,0,0,0,0,1,,1,1.0,1.0,18.5%,1
2015,7,K,29,Jonathan Brown (FA),0,0,0,0,0,0,0,0,0,0,,1,0.0,0.0,0.0%,0
2015,7,K,30,Jordan Gay (FA),0,0,0,0,0,0,0,0,0,0,,1,0.0,0.0,0.0%,0
2015,8,K,1,Justin Tucker (BAL),5,5,100.0,48,0,1,1,3,0,2,,1,20.0,20.0,99.7%,2
2015,8,K,2,Adam Vinatieri (FA),4,4,100.0,50,0,1,1,1,1,2,,1,17.0,17.0,0.2%,2
2015,8,K,3,Graham Gano (NYG),3,3,100.0,52,0,0,1,1,1,2,,1,14.0,14.0,48.4%,3
2015,8,K,4,Dan Bailey (FA),4,4,100.0,52,0,1,2,0,1,0,,1,14.0,14.0,0.0%,0
2015,8,K,5,Blair Walsh (FA),3,3,100.0,48,0,0,1,2,0,2,,1,13.0,13.0,0.1%,2
2015,8,K,6,Mike Nugent (FA),3,4,75.0,45,0,0,0,3,0,1,,1,13.0,13.0,0.0%,1
2015,8,K,7,Sebastian Janikowski (FA),2,3,66.7,52,0,0,0,1,1,4,,1,13.0,13.0,11.0%,4
2015,8,K,8,Kai Forbath (LAR),1,1,100.0,50,0,0,0,0,1,7,,1,12.0,12.0,0.0%,7
2015,8,K,9,Stephen Gostkowski (FA),2,2,100.0,52,0,0,1,0,1,4,,1,12.0,12.0,0.1%,4
2015,8,K,10,Connor Barth (FA),3,3,100.0,38,0,1,2,0,0,2,,1,11.0,11.0,0.0%,2
2015,8,K,11,Brandon McManus (DEN),2,2,100.0,50,0,1,0,0,1,3,,1,11.0,11.0,86.4%,3
2015,8,K,12,Robbie Gould (SF),2,3,66.7,55,0,0,1,0,1,2,,1,10.0,10.0,14.5%,2
2015,8,K,13,Chandler Catanzaro (FA),2,2,100.0,37,0,0,2,0,0,4,,1,10.0,10.0,0.0%,4
2015,8,K,14,Josh Lambo (FA),2,2,100.0,49,0,0,0,2,0,2,,1,10.0,10.0,0.1%,2
2015,8,K,15,Nick Folk (NE),2,2,100.0,40,0,0,1,1,0,2,,1,9.0,9.0,86.1%,2
2015,8,K,16,Cairo Santos (CHI),1,1,100.0,33,0,0,1,0,0,6,,1,9.0,9.0,0.9%,6
2015,8,K,17,Nick Novak (FA),2,2,100.0,38,0,1,1,0,0,2,,1,8.0,8.0,0.1%,2
2015,8,K,18,Matt Bryant (FA),2,2,100.0,24,0,2,0,0,0,2,,1,8.0,8.0,0.1%,2
2015,8,K,19,Phil Dawson (FA),2,2,100.0,54,0,1,0,0,1,0,,1,8.0,8.0,0.1%,0
2015,8,K,20,Stephen Hauschka (FA),2,3,66.7,26,0,2,0,0,0,1,,1,7.0,7.0,0.0%,1
2015,8,K,21,Ryan Succop (TB),2,2,100.0,44,0,0,1,1,0,0,,1,7.0,7.0,18.5%,0
2015,8,K,22,Josh Brown (FA),0,0,0,0,0,0,0,0,0,7,,1,7.0,7.0,0.0%,7
2015,8,K,23,Mason Crosby (GB),1,1,100.0,56,0,0,0,0,1,1,,1,6.0,6.0,3.7%,1
2015,8,K,24,Greg Zuerlein (NYJ),1,2,50.0,38,0,0,1,0,0,2,,1,5.0,5.0,0.7%,2
2015,8,K,25,Matt Prater (ARI),1,1,100.0,35,0,0,1,0,0,1,,1,4.0,4.0,74.8%,1
2015,8,K,26,Chris Boswell (PIT),1,1,100.0,32,0,0,1,0,0,1,,1,4.0,4.0,9.5%,1
2015,8,K,27,Travis Coons (FA),0,0,0,0,0,0,0,0,0,2,,1,2.0,2.0,0.1%,3
2015,8,K,28,Andrew Franks (FA),0,1,0.0,0,0,0,0,0,0,1,,1,1.0,1.0,0.0%,1
2015,8,K,29,Jonathan Brown (FA),0,0,0,0,0,0,0,0,0,0,,1,0.0,0.0,0.0%,0
2015,9,K,1,Greg Zuerlein (NYJ),4,5,80.0,61,0,0,1,1,2,0,,1,17.0,17.0,0.7%,0
2015,9,K,2,Josh Brown (FA),4,4,100.0,53,0,0,2,1,1,2,,1,17.0,17.0,0.0%,2
2015,9,K,3,Graham Gano (NYG),3,4,75.0,49,0,2,0,1,0,4,,1,14.0,14.0,48.4%,4
2015,9,K,4,Connor Barth (FA),4,5,80.0,53,0,3,0,0,1,0,,1,14.0,14.0,0.0%,0
2015,9,K,5,Adam Vinatieri (FA),2,2,100.0,55,0,0,0,1,1,3,,1,12.0,12.0,0.2%,3
2015,9,K,6,Chris Boswell (PIT),3,4,75.0,38,1,0,2,0,0,3,,1,12.0,12.0,9.5%,3
2015,9,K,7,Jason Myers (SEA),3,3,100.0,45,0,0,2,1,0,2,,1,12.0,12.0,0.7%,2
2015,9,K,8,Caleb Sturgis (FA),2,2,100.0,53,0,0,1,0,1,3,,1,11.0,11.0,0.0%,3
2015,9,K,9,Matt Bryant (FA),3,3,100.0,44,1,0,1,1,0,1,,1,11.0,11.0,0.1%,1
2015,9,K,10,Dan Bailey (FA),2,2,100.0,44,0,0,0,2,0,3,,1,11.0,11.0,0.0%,3
2015,9,K,11,Ryan Succop (TB),2,3,66.7,51,0,1,0,0,1,2,,1,10.0,10.0,18.5%,2
2015,9,K,12,Stephen Gostkowski (FA),2,2,100.0,21,0,2,0,0,0,3,,1,9.0,9.0,0.1%,3
2015,9,K,13,Blair Walsh (FA),2,2,100.0,40,0,0,1,1,0,1,,1,8.0,8.0,0.1%,1
2015,9,K,14,Dan Carpenter (FA),1,1,100.0,43,0,0,0,1,0,4,,1,8.0,8.0,0.2%,4
2015,9,K,15,Josh Lambo (FA),2,2,100.0,31,0,1,1,0,0,1,,1,7.0,7.0,0.1%,2
2015,9,K,16,Mike Nugent (FA),1,1,100.0,28,0,1,0,0,0,4,,1,7.0,7.0,0.0%,4
2015,9,K,17,Andrew Franks (FA),1,1,100.0,48,0,0,0,1,0,2,,1,6.0,6.0,0.0%,2
2015,9,K,18,Phil Dawson (FA),1,1,100.0,44,0,0,0,1,0,2,,1,6.0,6.0,0.1%,2
2015,9,K,19,Brandon McManus (DEN),1,1,100.0,29,0,1,0,0,0,3,,1,6.0,6.0,86.4%,3
2015,9,K,20,Sebastian Janikowski (FA),0,0,0,0,0,0,0,0,0,5,,1,5.0,5.0,11.0%,5
2015,9,K,21,Kai Forbath (LAR),0,1,0.0,0,0,0,0,0,0,4,,1,4.0,4.0,0.0%,4
2015,9,K,22,Travis Coons (FA),1,1,100.0,27,0,1,0,0,0,1,,1,4.0,4.0,0.1%,1
2015,9,K,23,Dustin Hopkins (LAC),1,1,100.0,23,0,1,0,0,0,1,,1,4.0,4.0,10.4%,1
2015,9,K,24,Mason Crosby (GB),0,0,0,0,0,0,0,0,0,3,,1,3.0,3.0,3.7%,3
2015,9,K,25,Robbie Gould (SF),0,2,0.0,0,0,0,0,0,0,2,,1,2.0,2.0,14.5%,2
2015,9,K,26,Jonathan Brown (FA),0,0,0,0,0,0,0,0,0,0,,1,0.0,0.0,0.0%,0
2015,9,K,27,Jordan Gay (FA),0,0,0,0,0,0,0,0,0,0,,1,0.0,0.0,0.0%,0
2015,9,K,28,Nick Folk (NE),0,0,0,0,0,0,0,0,0,0,,1,0.0,0.0,86.1%,0
2015,10,K,1,Cairo Santos (CHI),5,6,83.3,50,0,0,2,2,1,2,,1,21.0,21.0,0.9%,2
2015,10,K,2,Dustin Hopkins (LAC),4,4,100.0,40,0,2,1,1,0,5,,1,18.0,18.0,10.4%,5
2015,10,K,3,Josh Brown (FA),4,4,100.0,53,0,1,2,0,1,2,,1,16.0,16.0,0.0%,2
2015,10,K,4,Chandler Catanzaro (FA),3,3,100.0,43,0,0,1,2,0,4,,1,15.0,15.0,0.0%,4
2015,10,K,5,Jason Myers (SEA),3,4,75.0,53,0,1,0,1,1,1,,1,13.0,13.0,0.7%,1
2015,10,K,6,Robbie Gould (SF),3,3,100.0,37,0,0,3,0,0,4,,1,13.0,13.0,14.5%,4
2015,10,K,7,Dan Carpenter (FA),3,3,100.0,47,0,1,0,2,0,1,,1,12.0,12.0,0.2%,2
2015,10,K,8,Blair Walsh (FA),3,5,60.0,38,0,1,2,0,0,3,,1,12.0,12.0,0.1%,3
2015,10,K,9,Stephen Gostkowski (FA),2,2,100.0,54,0,0,1,0,1,3,,1,11.0,11.0,0.1%,3
2015,10,K,10,Graham Gano (NYG),2,2,100.0,48,1,0,0,1,0,3,,1,10.0,10.0,48.4%,3
2015,10,K,11,Chris Boswell (PIT),3,3,100.0,34,0,2,1,0,0,1,,1,10.0,10.0,9.5%,2
2015,10,K,12,Stephen Hauschka (FA),2,2,100.0,46,0,0,1,1,0,2,,1,9.0,9.0,0.0%,2
2015,10,K,13,Andrew Franks (FA),2,2,100.0,42,0,1,0,1,0,2,,1,9.0,9.0,0.0%,2
2015,10,K,14,Matt Prater (ARI),2,2,100.0,51,0,0,0,1,1,0,,1,9.0,9.0,74.8%,2
2015,10,K,15,Dan Bailey (FA),2,3,66.7,53,0,0,0,1,1,0,,1,9.0,9.0,0.0%,0
2015,10,K,16,Mike Nugent (FA),2,2,100.0,42,0,0,1,1,0,0,,1,7.0,7.0,0.0%,0
2015,10,K,17,Greg Zuerlein (NYJ),2,2,100.0,38,0,1,1,0,0,1,,1,7.0,7.0,0.7%,1
2015,10,K,18,Connor Barth (FA),1,2,50.0,52,0,0,0,0,1,1,,1,6.0,6.0,0.0%,1
2015,10,K,19,Ryan Succop (TB),1,1,100.0,45,0,0,0,1,0,1,,1,5.0,5.0,18.5%,1
2015,10,K,20,Caleb Sturgis (FA),1,2,50.0,37,0,0,1,0,0,2,,1,5.0,5.0,0.0%,2
2015,10,K,21,Randy Bullock (TEN),1,1,100.0,29,0,1,0,0,0,2,,1,5.0,5.0,1.0%,2
2015,10,K,22,Mason Crosby (GB),1,2,50.0,44,0,0,0,1,0,1,,1,5.0,5.0,3.7%,1
2015,10,K,23,Nick Novak (FA),1,1,100.0,22,0,1,0,0,0,1,,1,4.0,4.0,0.1%,1
2015,10,K,24,Travis Coons (FA),1,1,100.0,23,0,1,0,0,0,0,,1,3.0,3.0,0.1%,1
2015,10,K,25,Justin Tucker (BAL),0,1,0.0,0,0,0,0,0,0,2,,1,2.0,2.0,99.7%,2
2015,10,K,26,Sebastian Janikowski (FA),0,0,0,0,0,0,0,0,0,2,,1,2.0,2.0,11.0%,2
2015,10,K,27,Kai Forbath (LAR),0,0,0,0,0,0,0,0,0,2,,1,2.0,2.0,0.0%,2
2015,10,K,28,Brandon McManus (DEN),0,0,0,0,0,0,0,0,0,1,,1,1.0,1.0,86.4%,1
2015,10,K,29,Jonathan Brown (FA),0,0,0,0,0,0,0,0,0,0,,1,0.0,0.0,0.0%,0
2015,10,K,30,Jordan Gay (FA),0,0,0,0,0,0,0,0,0,0,,1,0.0,0.0,0.0%,0
2015,11,K,1,Mason Crosby (GB),5,5,100.0,52,0,0,0,4,1,1,,1,22.0,22.0,3.7%,1
2015,11,K,2,Graham Gano (NYG),3,3,100.0,48,0,1,0,2,0,5,,1,16.0,16.0,48.4%,5
2015,11,K,3,Matt Prater (ARI),3,3,100.0,51,0,1,0,1,1,1,,1,13.0,13.0,74.8%,1
2015,11,K,4,Jason Myers (SEA),4,4,100.0,36,0,1,3,0,0,1,,1,13.0,13.0,0.7%,1
2015,11,K,5,Justin Tucker (BAL),3,5,60.0,47,0,2,0,1,0,1,,1,11.0,11.0,99.7%,1
2015,11,K,6,Sebastian Janikowski (FA),2,2,100.0,56,0,0,0,1,1,1,,1,10.0,10.0,11.0%,1
2015,11,K,7,Robbie Gould (SF),3,3,100.0,46,0,0,2,1,0,0,,1,10.0,10.0,14.5%,0
2015,11,K,8,Chandler Catanzaro (FA),2,2,100.0,32,0,1,1,0,0,4,,1,10.0,10.0,0.0%,4
2015,11,K,9,Connor Barth (FA),1,1,100.0,28,0,1,0,0,0,6,,1,9.0,9.0,0.0%,6
2015,11,K,10,Ryan Succop (TB),2,3,66.7,49,0,0,0,2,0,1,,1,9.0,9.0,18.5%,1
2015,11,K,11,Cairo Santos (CHI),2,2,100.0,28,0,2,0,0,0,3,,1,9.0,9.0,0.9%,4
2015,11,K,12,Dan Carpenter (FA),2,3,66.7,52,0,0,1,0,1,1,,1,9.0,9.0,0.2%,1
2015,11,K,13,Mike Nugent (FA),1,1,100.0,43,0,0,0,1,0,4,,1,8.0,8.0,0.0%,4
2015,11,K,14,Stephen Gostkowski (FA),2,3,66.7,35,0,0,2,0,0,2,,1,8.0,8.0,0.1%,2
2015,11,K,15,Phil Dawson (FA),2,2,100.0,27,0,2,0,0,0,1,,1,7.0,7.0,0.1%,1
2015,11,K,16,Adam Vinatieri (FA),1,1,100.0,43,0,0,0,1,0,3,,1,7.0,7.0,0.2%,3
2015,11,K,17,Dan Bailey (FA),1,1,100.0,30,0,0,1,0,0,3,,1,6.0,6.0,0.0%,3
2015,11,K,18,Caleb Sturgis (FA),1,1,100.0,43,0,0,0,1,0,2,,1,6.0,6.0,0.0%,2
2015,11,K,19,Nick Novak (FA),1,1,100.0,20,0,1,0,0,0,3,,1,6.0,6.0,0.1%,3
2015,11,K,20,Randy Bullock (TEN),1,1,100.0,40,0,0,0,1,0,2,,1,6.0,6.0,1.0%,2
2015,11,K,21,Josh Lambo (FA),1,1,100.0,52,0,0,0,0,1,0,,1,5.0,5.0,0.1%,0
2015,11,K,22,Brandon McManus (DEN),1,1,100.0,24,0,1,0,0,0,2,,1,5.0,5.0,86.4%,2
2015,11,K,23,Stephen Hauschka (FA),1,1,100.0,33,0,0,1,0,0,2,,1,5.0,5.0,0.0%,3
2015,11,K,24,Matt Bryant (FA),0,1,0.0,0,0,0,0,0,0,3,,1,3.0,3.0,0.1%,3
2015,11,K,25,Andrew Franks (FA),0,0,0,0,0,0,0,0,0,2,,1,2.0,2.0,0.0%,2
2015,11,K,26,Dustin Hopkins (LAC),0,0,0,0,0,0,0,0,0,2,,1,2.0,2.0,10.4%,2
2015,11,K,27,Blair Walsh (FA),0,0,0,0,0,0,0,0,0,1,,1,1.0,1.0,0.1%,2
2015,11,K,28,Greg Zuerlein (NYJ),0,1,0.0,0,0,0,0,0,0,1,,1,1.0,1.0,0.7%,1
2015,11,K,29,Jordan Gay (FA),0,0,0,0,0,0,0,0,0,0,,1,0.0,0.0,0.0%,0
2015,12,K,1,Graham Gano (NYG),4,5,80.0,50,0,1,0,2,1,3,,1,19.0,19.0,48.4%,3
2015,12,K,2,Adam Vinatieri (FA),4,4,100.0,49,0,2,0,2,0,1,,1,15.0,15.0,0.2%,2
2015,12,K,3,Jason Myers (SEA),4,4,100.0,51,0,3,0,0,1,1,,1,15.0,15.0,0.7%,2
2015,12,K,4,Cairo Santos (CHI),3,4,75.0,49,0,0,2,1,0,3,,1,13.0,13.0,0.9%,3
2015,12,K,5,Chris Boswell (PIT),3,3,100.0,44,0,2,0,1,0,1,,1,11.0,11.0,9.5%,1
2015,12,K,6,Justin Tucker (BAL),2,2,100.0,49,0,0,1,1,0,3,,1,10.0,10.0,99.7%,3
2015,12,K,7,Matt Prater (ARI),1,1,100.0,48,0,0,0,1,0,6,,1,10.0,10.0,74.8%,6
2015,12,K,8,Randy Bullock (TEN),1,1,100.0,41,0,0,0,1,0,5,,1,9.0,9.0,1.0%,5
2015,12,K,9,Dustin Hopkins (LAC),2,3,66.7,41,0,0,1,1,0,2,,1,9.0,9.0,10.4%,2
2015,12,K,10,Travis Coons (FA),2,3,66.7,31,0,1,1,0,0,3,,1,9.0,9.0,0.1%,3
2015,12,K,11,Mason Crosby (GB),2,2,100.0,50,0,1,0,0,1,1,,1,9.0,9.0,3.7%,1
2015,12,K,12,Phil Dawson (FA),2,2,100.0,53,0,0,1,0,1,1,,1,9.0,9.0,0.1%,1
2015,12,K,13,Kai Forbath (LAR),2,2,100.0,57,0,0,1,0,1,0,,1,8.0,8.0,0.0%,0
2015,12,K,14,Blair Walsh (FA),2,3,66.7,39,0,1,1,0,0,2,,1,8.0,8.0,0.1%,2
2015,12,K,15,Chandler Catanzaro (FA),2,2,100.0,41,0,1,0,1,0,1,,1,8.0,8.0,0.0%,2
2015,12,K,16,Stephen Gostkowski (FA),1,1,100.0,47,0,0,0,1,0,3,,1,7.0,7.0,0.1%,3
2015,12,K,17,Mike Nugent (FA),1,1,100.0,21,0,1,0,0,0,4,,1,7.0,7.0,0.0%,4
2015,12,K,18,Josh Lambo (FA),1,1,100.0,28,0,1,0,0,0,4,,1,7.0,7.0,0.1%,4
2015,12,K,19,Dan Bailey (FA),2,2,100.0,48,0,1,0,1,0,0,,1,7.0,7.0,0.0%,0
