Year,Week,Position,Rank,Player,Field Goals,Field Goal Attempts,Percentage,Longest Kick,Kicks below 20,Kicks from 20-29,Kicks from 30-39,Kicks from 40-49,50+,Extra Points Made,Extra Point Attempts,Games played,Fantasy Points,Fantasy Points per Week,Rostered Percentage,Extra Points Attempted
2017,10,K,12,Blair Walsh (FA),2,2,100.0,43,0,0,1,1,0,2,,1,9.0,9.0,0.1%,2
2017,10,K,13,Matt Prater (ARI),1,1,100.0,46,0,0,0,1,0,5,,1,9.0,9.0,74.8%,5
2017,10,K,14,Aldrick Rosas (FA),2,3,66.7,47,0,0,0,2,0,1,,1,9.0,9.0,0.0%,1
2017,10,K,15,Robbie Gould (SF),1,1,100.0,43,0,0,0,1,0,4,,1,8.0,8.0,14.5%,4
2017,10,K,16,Nick Novak (FA),1,1,100.0,50,0,0,0,0,1,2,,1,7.0,7.0,0.1%,2
2017,10,K,17,Chris Boswell (PIT),2,3,66.7,41,0,0,1,1,0,0,,1,7.0,7.0,9.5%,1
2017,10,K,18,Ryan Succop (TB),1,2,50.0,44,0,0,0,1,0,3,,1,7.0,7.0,18.5%,3
2017,10,K,19,Zane Gonzalez (CAR),1,1,100.0,23,0,1,0,0,0,3,,1,6.0,6.0,0.6%,3
2017,10,K,20,Adam Vinatieri (FA),1,1,100.0,48,0,0,0,1,0,2,,1,6.0,6.0,0.2%,2
2017,10,K,21,Josh Lambo (FA),2,2,100.0,34,0,0,2,0,0,0,,1,6.0,6.0,0.1%,1
2017,10,K,22,Phil Dawson (FA),1,1,100.0,43,0,0,0,1,0,1,,1,5.0,5.0,0.1%,2
2017,10,K,23,Chandler Catanzaro (FA),1,1,100.0,47,0,0,0,1,0,1,,1,5.0,5.0,0.0%,1
2017,10,K,24,Stephen Hauschka (FA),1,1,100.0,37,0,0,1,0,0,1,,1,4.0,4.0,0.0%,1
2017,10,K,25,Cody Parkey (FA),0,0,0,0,0,0,0,0,0,3,,1,3.0,3.0,0.1%,3
2017,10,K,26,Randy Bullock (TEN),0,0,0,0,0,0,0,0,0,2,,1,2.0,2.0,1.0%,3
2017,10,K,27,Mike Nugent (FA),0,1,0.0,0,0,0,0,0,0,1,,1,1.0,1.0,0.0%,1
2017,10,K,28,Ka'imi Fairbairn (HOU),0,1,0.0,0,0,0,0,0,0,1,,1,1.0,1.0,0.3%,1
2017,10,K,29,Michael Palardy (FA),0,0,0,0,0,0,0,0,0,0,,1,0.0,0.0,33.3%,0
2017,11,K,1,Stephen Gostkowski (FA),4,4,100.0,62,0,1,0,1,2,3,,1,20.0,20.0,0.1%,3
2017,11,K,2,Chris Boswell (PIT),4,4,100.0,50,0,2,0,1,1,4,,1,19.0,19.0,9.5%,4
2017,11,K,3,Nick Novak (FA),4,5,80.0,39,0,2,2,0,0,6,,1,18.0,18.0,0.1%,6
2017,11,K,4,Wil Lutz (NO),4,4,100.0,52,0,2,0,1,1,2,,1,17.0,17.0,3.8%,2
2017,11,K,5,Patrick Murray (FA),3,4,75.0,35,0,0,3,0,0,3,,1,12.0,12.0,0.0%,3
2017,11,K,6,Blair Walsh (FA),3,4,75.0,46,0,0,2,1,0,2,,1,12.0,12.0,0.1%,2
2017,11,K,7,Matt Bryant (FA),2,2,100.0,44,1,0,0,1,0,4,,1,11.0,11.0,0.1%,4
2017,11,K,8,Matt Prater (ARI),2,2,100.0,52,0,1,0,0,1,3,,1,11.0,11.0,74.8%,3
2017,11,K,9,Justin Tucker (BAL),3,3,100.0,39,0,1,2,0,0,2,,1,11.0,11.0,99.7%,2
2017,11,K,10,Mike Nugent (FA),3,3,100.0,48,0,1,0,2,0,0,,1,11.0,11.0,0.0%,0
2017,11,K,11,Harrison Butker (KC),3,3,100.0,31,0,1,2,0,0,0,,1,9.0,9.0,96.6%,0
2017,11,K,12,Stephen Hauschka (FA),1,1,100.0,50,0,0,0,0,1,3,,1,8.0,8.0,0.0%,3
2017,11,K,13,Cody Parkey (FA),2,2,100.0,31,0,1,1,0,0,2,,1,8.0,8.0,0.1%,2
2017,11,K,14,Nick Rose (FA),1,1,100.0,38,0,0,1,0,0,4,,1,7.0,7.0,0.0%,4
2017,11,K,15,Josh Lambo (FA),2,3,66.7,39,0,0,2,0,0,1,,1,7.0,7.0,0.1%,1
2017,11,K,16,Ka'imi Fairbairn (HOU),1,1,100.0,34,0,0,1,0,0,4,,1,7.0,7.0,0.3%,4
2017,11,K,17,Brandon McManus (DEN),1,2,50.0,45,0,0,0,1,0,2,,1,6.0,6.0,86.4%,2
2017,11,K,18,Kai Forbath (LAR),1,3,33.3,39,0,0,1,0,0,3,,1,6.0,6.0,0.0%,3
2017,11,K,19,Ryan Succop (TB),1,2,50.0,44,0,0,0,1,0,2,,1,6.0,6.0,18.5%,2
2017,11,K,20,Aldrick Rosas (FA),2,2,100.0,26,0,2,0,0,0,0,,1,6.0,6.0,0.0%,1
2017,11,K,21,Connor Barth (FA),1,2,50.0,23,0,1,0,0,0,3,,1,6.0,6.0,0.0%,3
2017,11,K,22,Phil Dawson (FA),0,0,0,0,0,0,0,0,0,3,,1,3.0,3.0,0.1%,3
2017,11,K,23,Randy Bullock (TEN),0,0,0,0,0,0,0,0,0,2,,1,2.0,2.0,1.0%,3
2017,11,K,24,Jake Elliott (PHI),0,1,0.0,0,0,0,0,0,0,1,,1,1.0,1.0,26.1%,1
2017,11,K,25,Zane Gonzalez (CAR),0,0,0,0,0,0,0,0,0,1,,1,1.0,1.0,0.6%,1
2017,11,K,26,Greg Zuerlein (NYJ),0,0,0,0,0,0,0,0,0,1,,1,1.0,1.0,0.7%,1
2017,11,K,27,Mason Crosby (GB),0,0,0,0,0,0,0,0,0,0,,1,0.0,0.0,3.7%,0
2017,11,K,28,Giorgio Tavecchio (FA),0,0,0,0,0,0,0,0,0,0,,1,0.0,0.0,0.0%,0
2017,12,K,1,Greg Zuerlein (NYJ),4,5,80.0,50,0,1,0,2,1,2,,1,18.0,18.0,0.7%,2
2017,12,K,2,Phil Dawson (FA),4,4,100.0,57,0,0,1,2,1,1,,1,17.0,17.0,0.1%,1
2017,12,K,3,Justin Tucker (BAL),3,3,100.0,53,0,0,1,1,1,2,,1,14.0,14.0,99.7%,2
2017,12,K,4,Stephen Hauschka (FA),3,4,75.0,56,0,0,1,1,1,1,,1,13.0,13.0,0.0%,1
2017,12,K,5,Randy Bullock (TEN),3,3,100.0,49,0,1,1,1,0,3,,1,13.0,13.0,1.0%,3
2017,12,K,6,Matt Prater (ARI),3,3,100.0,50,0,0,2,0,1,2,,1,13.0,13.0,74.8%,2
2017,12,K,7,Adam Vinatieri (FA),3,3,100.0,42,0,2,0,1,0,1,,1,11.0,11.0,0.2%,1
2017,12,K,8,Matt Bryant (FA),2,2,100.0,49,0,0,1,1,0,4,,1,11.0,11.0,0.1%,4
2017,12,K,9,Graham Gano (NYG),3,3,100.0,45,0,0,1,2,0,0,,1,11.0,11.0,48.4%,1
2017,12,K,10,Wil Lutz (NO),2,2,100.0,50,0,1,0,0,1,2,,1,10.0,10.0,3.8%,2
2017,12,K,11,Ka'imi Fairbairn (HOU),3,3,100.0,37,0,1,2,0,0,1,,1,10.0,10.0,0.3%,1
2017,12,K,12,Zane Gonzalez (CAR),3,4,75.0,39,0,2,1,0,0,1,,1,10.0,10.0,0.6%,1
2017,12,K,13,Chandler Catanzaro (FA),2,2,100.0,31,1,0,1,0,0,3,,1,9.0,9.0,0.0%,3
2017,12,K,14,Ryan Succop (TB),2,2,100.0,45,0,1,0,1,0,2,,1,9.0,9.0,18.5%,2
2017,12,K,15,Jake Elliott (PHI),1,1,100.0,45,0,0,0,1,0,4,,1,8.0,8.0,26.1%,4
2017,12,K,16,Robbie Gould (SF),2,2,100.0,42,0,0,1,1,0,1,,1,8.0,8.0,14.5%,1
2017,12,K,17,Nick Rose (FA),2,2,100.0,33,0,1,1,0,0,2,,1,8.0,8.0,0.0%,2
2017,12,K,18,Patrick Murray (FA),2,2,100.0,36,0,1,1,0,0,2,,1,8.0,8.0,0.0%,2
2017,12,K,19,Josh Lambo (FA),1,1,100.0,43,0,0,0,1,0,3,,1,7.0,7.0,0.1%,3
2017,12,K,20,Chris Boswell (PIT),1,1,100.0,53,0,0,0,0,1,2,,1,7.0,7.0,9.5%,3
2017,12,K,21,Blair Walsh (FA),1,2,50.0,34,0,0,1,0,0,3,,1,6.0,6.0,0.1%,3
2017,12,K,22,Kai Forbath (LAR),1,2,50.0,36,0,0,1,0,0,3,,1,6.0,6.0,0.0%,4
2017,12,K,23,Harrison Butker (KC),1,1,100.0,45,0,0,0,1,0,1,,1,5.0,5.0,96.6%,1
2017,12,K,24,Stephen Gostkowski (FA),0,0,0,0,0,0,0,0,0,5,,1,5.0,5.0,0.1%,5
2017,12,K,25,Cody Parkey (FA),1,1,100.0,28,0,1,0,0,0,2,,1,5.0,5.0,0.1%,2
2017,12,K,26,Mason Crosby (GB),0,1,0.0,0,0,0,0,0,0,4,,1,4.0,4.0,3.7%,4
2017,12,K,27,Aldrick Rosas (FA),1,1,100.0,30,0,0,1,0,0,1,,1,4.0,4.0,0.0%,1
2017,12,K,28,Giorgio Tavecchio (FA),0,1,0.0,0,0,0,0,0,0,3,,1,3.0,3.0,0.0%,3
2017,12,K,29,Nick Novak (FA),1,2,50.0,22,0,1,0,0,0,0,,1,3.0,3.0,0.1%,1
2017,12,K,30,Cairo Santos (CHI),1,2,50.0,38,0,0,1,0,0,0,,1,3.0,3.0,0.9%,0
2017,12,K,31,Brandon McManus (DEN),0,0,0,0,0,0,0,0,0,2,,1,2.0,2.0,86.4%,2
2017,12,K,32,Michael Palardy (FA),0,0,0,0,0,0,0,0,0,0,,1,0.0,0.0,33.3%,0
2017,12,K,33,Dan Bailey (FA),0,0,0,0,0,0,0,0,0,0,,1,0.0,0.0,0.0%,0
2017,13,K,1,Greg Zuerlein (NYJ),4,4,100.0,56,0,2,0,1,1,2,,1,17.0,17.0,0.7%,3
2017,13,K,2,Justin Tucker (BAL),3,3,100.0,51,0,0,1,1,1,5,,1,17.0,17.0,99.7%,5
2017,13,K,3,Robbie Gould (SF),5,5,100.0,35,0,2,3,0,0,0,,1,15.0,15.0,14.5%,0
2017,13,K,4,Travis Coons (FA),4,5,80.0,40,0,3,0,1,0,1,,1,14.0,14.0,0.1%,1
2017,13,K,5,Chandler Catanzaro (FA),3,3,100.0,47,0,1,1,1,0,3,,1,13.0,13.0,0.0%,3
2017,13,K,6,Stephen Gostkowski (FA),3,3,100.0,50,0,0,2,0,1,2,,1,13.0,13.0,0.1%,2
2017,13,K,7,Chris Boswell (PIT),3,3,100.0,38,0,0,3,0,0,2,,1,11.0,11.0,9.5%,2
2017,13,K,8,Josh Lambo (FA),3,3,100.0,39,0,1,2,0,0,1,,1,10.0,10.0,0.1%,1
2017,13,K,9,Matt Bryant (FA),3,4,75.0,47,0,0,2,1,0,0,,1,10.0,10.0,0.1%,0
2017,13,K,10,Randy Bullock (TEN),2,2,100.0,41,0,0,1,1,0,2,,1,9.0,9.0,1.0%,2
2017,13,K,11,Patrick Murray (FA),2,2,100.0,36,0,0,2,0,0,2,,1,8.0,8.0,0.0%,2
2017,13,K,12,Ka'imi Fairbairn (HOU),2,4,50.0,42,0,1,0,1,0,1,,1,8.0,8.0,0.3%,1
2017,13,K,13,Mason Crosby (GB),2,2,100.0,37,0,1,1,0,0,2,,1,8.0,8.0,3.7%,2
2017,13,K,14,Dan Bailey (FA),1,1,100.0,24,0,1,0,0,0,5,,1,8.0,8.0,0.0%,5
2017,13,K,15,Harrison Butker (KC),1,2,50.0,36,0,0,1,0,0,4,,1,7.0,7.0,96.6%,4
2017,13,K,16,Ryan Succop (TB),1,2,50.0,43,0,0,0,1,0,3,,1,7.0,7.0,18.5%,3
2017,13,K,17,Cody Parkey (FA),1,1,100.0,37,0,0,1,0,0,4,,1,7.0,7.0,0.1%,4
2017,13,K,18,Aldrick Rosas (FA),1,1,100.0,52,0,0,0,0,1,2,,1,7.0,7.0,0.0%,2
2017,13,K,19,Blair Walsh (FA),1,1,100.0,46,0,0,0,1,0,3,,1,7.0,7.0,0.1%,3
2017,13,K,20,Wil Lutz (NO),1,2,50.0,31,0,0,1,0,0,4,,1,7.0,7.0,3.8%,4
2017,13,K,21,Giorgio Tavecchio (FA),1,1,100.0,39,0,0,1,0,0,3,,1,6.0,6.0,0.0%,3
2017,13,K,22,Phil Dawson (FA),1,2,50.0,54,0,0,0,0,1,1,,1,6.0,6.0,0.1%,2
2017,13,K,23,Stephen Hauschka (FA),1,1,100.0,49,0,0,0,1,0,0,,1,4.0,4.0,0.0%,0
2017,13,K,24,Adam Vinatieri (FA),1,1,100.0,27,0,1,0,0,0,1,,1,4.0,4.0,0.2%,1
2017,13,K,25,Zane Gonzalez (CAR),1,1,100.0,35,0,0,1,0,0,1,,1,4.0,4.0,0.6%,1
2017,13,K,26,Jake Elliott (PHI),1,1,100.0,26,0,1,0,0,0,1,,1,4.0,4.0,26.1%,1
2017,13,K,27,Graham Gano (NYG),0,0,0,0,0,0,0,0,0,3,,1,3.0,3.0,48.4%,3
2017,13,K,28,Brandon McManus (DEN),1,1,100.0,31,0,0,1,0,0,0,,1,3.0,3.0,86.4%,0
2017,13,K,29,Matt Prater (ARI),0,1,0.0,0,0,0,0,0,0,2,,1,2.0,2.0,74.8%,3
2017,13,K,30,Kai Forbath (LAR),0,0,0,0,0,0,0,0,0,2,,1,2.0,2.0,0.0%,2
2017,13,K,31,Nick Rose (FA),0,0,0,0,0,0,0,0,0,2,,1,2.0,2.0,0.0%,2
2017,13,K,32,Cairo Santos (CHI),0,0,0,0,0,0,0,0,0,2,,1,2.0,2.0,0.9%,2
2017,13,K,33,Michael Palardy (FA),0,0,0,0,0,0,0,0,0,0,,1,0.0,0.0,33.3%,0
2017,14,K,1,Chris Boswell (PIT),4,4,100.0,52,0,1,0,2,1,3,,1,19.0,19.0,9.5%,3
2017,14,K,2,Harrison Butker (KC),4,4,100.0,53,0,1,1,1,1,2,,1,17.0,17.0,96.6%,2
2017,14,K,3,Robbie Gould (SF),4,4,100.0,52,0,1,1,1,1,2,,1,17.0,17.0,14.5%,2
2017,14,K,4,Josh Lambo (FA),3,3,100.0,51,0,0,2,0,1,3,,1,14.0,14.0,0.1%,3
2017,14,K,5,Brandon McManus (DEN),3,4,75.0,53,0,0,1,1,1,2,,1,14.0,14.0,86.4%,2
2017,14,K,6,Jake Elliott (PHI),3,3,100.0,41,0,1,1,1,0,4,,1,14.0,14.0,26.1%,4
2017,14,K,7,Phil Dawson (FA),4,5,80.0,47,0,1,2,1,0,0,,1,13.0,13.0,0.1%,0
2017,14,K,8,Travis Coons (FA),3,3,100.0,36,0,1,2,0,0,3,,1,12.0,12.0,0.1%,3
2017,14,K,9,Matt Bryant (FA),2,2,100.0,52,0,1,0,0,1,2,,1,10.0,10.0,0.1%,2
2017,14,K,10,Kai Forbath (LAR),3,4,75.0,30,0,2,1,0,0,1,,1,10.0,10.0,0.0%,1
2017,14,K,11,Cody Parkey (FA),2,2,100.0,44,0,0,1,1,0,3,,1,10.0,10.0,0.1%,3
2017,14,K,12,Stephen Gostkowski (FA),2,2,100.0,46,0,0,1,1,0,2,,1,9.0,9.0,0.1%,2
2017,14,K,13,Justin Tucker (BAL),1,1,100.0,47,0,0,0,1,0,5,,1,9.0,9.0,99.7%,5
2017,14,K,14,Mike Nugent (FA),2,2,100.0,34,0,1,1,0,0,3,,1,9.0,9.0,0.0%,4
2017,14,K,15,Graham Gano (NYG),1,1,100.0,41,0,0,0,1,0,4,,1,8.0,8.0,48.4%,4
2017,14,K,16,Matt Prater (ARI),1,1,100.0,46,0,0,0,1,0,3,,1,7.0,7.0,74.8%,3
2017,14,K,17,Ka'imi Fairbairn (HOU),1,2,50.0,55,0,0,0,0,1,1,,1,6.0,6.0,0.3%,2
2017,14,K,18,Blair Walsh (FA),1,2,50.0,28,0,1,0,0,0,3,,1,6.0,6.0,0.1%,3
2017,14,K,19,Dan Bailey (FA),1,3,33.3,21,0,1,0,0,0,3,,1,6.0,6.0,0.0%,4
2017,14,K,20,Wil Lutz (NO),1,1,100.0,34,0,0,1,0,0,2,,1,5.0,5.0,3.8%,2
2017,14,K,21,Greg Zuerlein (NYJ),0,0,0,0,0,0,0,0,0,5,,1,5.0,5.0,0.7%,5
2017,14,K,22,Aldrick Rosas (FA),1,1,100.0,39,0,0,1,0,0,1,,1,4.0,4.0,0.0%,1
2017,14,K,23,Patrick Murray (FA),0,0,0,0,0,0,0,0,0,3,,1,3.0,3.0,0.0%,3
2017,14,K,24,Zane Gonzalez (CAR),0,0,0,0,0,0,0,0,0,3,,1,3.0,3.0,0.6%,3
2017,14,K,25,Mason Crosby (GB),0,0,0,0,0,0,0,0,0,3,,1,3.0,3.0,3.7%,3
2017,14,K,26,Giorgio Tavecchio (FA),0,0,0,0,0,0,0,0,0,1,,1,1.0,1.0,0.0%,1
2017,14,K,27,Randy Bullock (TEN),0,0,0,0,0,0,0,0,0,1,,1,1.0,1.0,1.0%,1
2017,14,K,28,Stephen Hauschka (FA),0,0,0,0,0,0,0,0,0,1,,1,1.0,1.0,0.0%,1
2017,14,K,29,Adam Vinatieri (FA),0,2,0.0,0,0,0,0,0,0,1,,1,1.0,1.0,0.2%,1
2017,14,K,30,Nick Rose (FA),0,0,0,0,0,0,0,0,0,1,,1,1.0,1.0,0.0%,2
2017,14,K,31,Ryan Succop (TB),0,1,0.0,0,0,0,0,0,0,1,,1,1.0,1.0,18.5%,1
2017,14,K,32,Chandler Catanzaro (FA),0,0,0,0,0,0,0,0,0,0,,1,0.0,0.0,0.0%,0
2017,14,K,33,Michael Palardy (FA),0,0,0,0,0,0,0,0,0,0,,1,0.0,0.0,33.3%,0
2017,15,K,1,Robbie Gould (SF),6,6,100.0,50,0,1,1,3,1,1,,1,24.0,24.0,14.5%,1
2017,15,K,2,Phil Dawson (FA),5,5,100.0,40,1,0,3,1,0,0,,1,16.0,16.0,0.1%,0
2017,15,K,3,Ryan Succop (TB),3,3,100.0,50,0,0,1,1,1,2,,1,14.0,14.0,18.5%,2
2017,15,K,4,Harrison Butker (KC),3,4,75.0,51,0,1,1,0,1,3,,1,14.0,14.0,96.6%,3
2017,15,K,5,Kai Forbath (LAR),2,2,100.0,53,0,0,1,0,1,4,,1,12.0,12.0,0.0%,4
2017,15,K,6,Cody Parkey (FA),3,3,100.0,41,0,2,0,1,0,1,,1,11.0,11.0,0.1%,1
2017,15,K,7,Justin Tucker (BAL),2,2,100.0,43,0,0,1,1,0,3,,1,10.0,10.0,99.7%,3
2017,15,K,8,Greg Zuerlein (NYJ),2,2,100.0,36,0,0,2,0,0,4,,1,10.0,10.0,0.7%,5
2017,15,K,9,Jake Elliott (PHI),2,2,100.0,28,0,2,0,0,0,4,,1,10.0,10.0,26.1%,4
2017,15,K,10,Josh Lambo (FA),1,1,100.0,38,0,0,1,0,0,6,,1,9.0,9.0,0.1%,6
2017,15,K,11,Matt Prater (ARI),2,2,100.0,48,0,0,1,1,0,2,,1,9.0,9.0,74.8%,2
2017,15,K,12,Dan Bailey (FA),2,2,100.0,45,1,0,0,1,0,2,,1,9.0,9.0,0.0%,2
2017,15,K,13,Dustin Hopkins (LAC),2,2,100.0,32,0,1,1,0,0,2,,1,8.0,8.0,10.4%,2
2017,15,K,14,Stephen Gostkowski (FA),2,2,100.0,46,0,0,1,1,0,1,,1,8.0,8.0,0.1%,2
2017,15,K,15,Matt Bryant (FA),1,2,50.0,57,0,0,0,0,1,3,,1,8.0,8.0,0.1%,3
2017,15,K,16,Adam Vinatieri (FA),2,2,100.0,45,0,0,1,1,0,1,,1,8.0,8.0,0.2%,1
2017,15,K,17,Chris Boswell (PIT),1,1,100.0,51,0,0,0,0,1,3,,1,8.0,8.0,9.5%,3
2017,15,K,18,Chandler Catanzaro (FA),2,2,100.0,29,0,2,0,0,0,1,,1,7.0,7.0,0.0%,1
2017,15,K,19,Wil Lutz (NO),1,1,100.0,23,0,1,0,0,0,4,,1,7.0,7.0,3.8%,4
2017,15,K,20,Graham Gano (NYG),1,1,100.0,33,0,0,1,0,0,4,,1,7.0,7.0,48.4%,4
2017,15,K,21,Mason Crosby (GB),1,1,100.0,28,0,1,0,0,0,3,,1,6.0,6.0,3.7%,3
2017,15,K,22,Brandon McManus (DEN),1,2,50.0,40,0,0,0,1,0,2,,1,6.0,6.0,86.4%,2
2017,15,K,23,Stephen Hauschka (FA),1,1,100.0,34,0,0,1,0,0,3,,1,6.0,6.0,0.0%,3
2017,15,K,24,Zane Gonzalez (CAR),1,1,100.0,45,0,0,0,1,0,1,,1,5.0,5.0,0.6%,1
2017,15,K,25,Aldrick Rosas (FA),1,2,50.0,28,0,1,0,0,0,2,,1,5.0,5.0,0.0%,3
2017,15,K,26,Mike Nugent (FA),1,1,100.0,41,0,0,0,1,0,1,,1,5.0,5.0,0.0%,1
2017,15,K,27,Giorgio Tavecchio (FA),1,2,50.0,39,0,0,1,0,0,2,,1,5.0,5.0,0.0%,2
2017,15,K,28,Patrick Murray (FA),0,1,0.0,0,0,0,0,0,0,3,,1,3.0,3.0,0.0%,3
2017,15,K,29,Ka'imi Fairbairn (HOU),0,0,0,0,0,0,0,0,0,1,,1,1.0,1.0,0.3%,1
2017,15,K,30,Travis Coons (FA),0,0,0,0,0,0,0,0,0,1,,1,1.0,1.0,0.1%,2
2017,15,K,31,Blair Walsh (FA),0,0,0,0,0,0,0,0,0,1,,1,1.0,1.0,0.1%,1
2017,15,K,32,Randy Bullock (TEN),0,0,0,0,0,0,0,0,0,1,,1,1.0,1.0,1.0%,1
2017,15,K,33,Michael Palardy (FA),0,0,0,0,0,0,0,0,0,0,,1,0.0,0.0,33.3%,0
2017,16,K,1,Harrison Butker (KC),5,6,83.3,49,0,2,2,1,0,2,,1,18.0,18.0,96.6%,2
2017,16,K,2,Randy Bullock (TEN),4,4,100.0,51,0,2,1,0,1,2,,1,16.0,16.0,1.0%,2
2017,16,K,3,Dan Bailey (FA),4,6,66.7,51,0,0,2,0,2,0,,1,16.0,16.0,0.0%,0
2017,16,K,4,Stephen Gostkowski (FA),3,3,100.0,40,0,1,1,1,0,4,,1,14.0,14.0,0.1%,4
2017,16,K,5,Patrick Murray (FA),4,5,80.0,41,0,2,1,1,0,1,,1,14.0,14.0,0.0%,1
2017,16,K,6,Wil Lutz (NO),3,3,100.0,45,0,1,0,2,0,2,,1,13.0,13.0,3.8%,2
2017,16,K,7,Adam Vinatieri (FA),3,5,60.0,48,0,0,2,1,0,1,,1,11.0,11.0,0.2%,1
2017,16,K,8,Stephen Hauschka (FA),3,4,75.0,41,0,1,1,1,0,1,,1,11.0,11.0,0.0%,1
2017,16,K,9,Kai Forbath (LAR),3,3,100.0,49,0,2,0,1,0,1,,1,11.0,11.0,0.0%,1
2017,16,K,10,Ryan Succop (TB),3,4,75.0,37,0,2,1,0,0,2,,1,11.0,11.0,18.5%,2
2017,16,K,11,Justin Tucker (BAL),3,3,100.0,39,0,0,3,0,0,2,,1,11.0,11.0,99.7%,2
2017,16,K,12,Chris Boswell (PIT),2,2,100.0,36,0,0,2,0,0,4,,1,10.0,10.0,9.5%,4
2017,16,K,13,Graham Gano (NYG),3,3,100.0,30,0,2,1,0,0,1,,1,10.0,10.0,48.4%,2
2017,16,K,14,Dustin Hopkins (LAC),2,2,100.0,29,0,2,0,0,0,3,,1,9.0,9.0,10.4%,3
2017,16,K,15,Jake Elliott (PHI),2,3,66.7,48,0,0,1,1,0,1,,1,8.0,8.0,26.1%,1
2017,16,K,16,Robbie Gould (SF),1,1,100.0,27,0,1,0,0,0,5,,1,8.0,8.0,14.5%,6
2017,16,K,17,Cody Parkey (FA),2,3,66.7,44,0,1,0,1,0,1,,1,8.0,8.0,0.1%,1
2017,16,K,18,Matt Bryant (FA),2,2,100.0,48,0,0,1,1,0,1,,1,8.0,8.0,0.1%,1
2017,16,K,19,Josh Lambo (FA),1,1,100.0,45,0,0,0,1,0,2,,1,6.0,6.0,0.1%,3
2017,16,K,20,Matt Prater (ARI),1,2,50.0,23,0,1,0,0,0,2,,1,5.0,5.0,74.8%,2
2017,16,K,21,Phil Dawson (FA),1,1,100.0,21,0,1,0,0,0,2,,1,5.0,5.0,0.1%,3
2017,16,K,22,Giorgio Tavecchio (FA),1,2,50.0,25,0,1,0,0,0,1,,1,4.0,4.0,0.0%,1
2017,16,K,23,Zane Gonzalez (CAR),1,1,100.0,48,0,0,0,1,0,0,,1,4.0,4.0,0.6%,0
2017,16,K,24,Sam Ficken (FA),0,1,0.0,0,0,0,0,0,0,3,,1,3.0,3.0,0.0%,4
2017,16,K,25,Brandon McManus (DEN),1,1,100.0,31,0,0,1,0,0,0,,1,3.0,3.0,86.4%,0
2017,16,K,26,Blair Walsh (FA),0,0,0,0,0,0,0,0,0,3,,1,3.0,3.0,0.1%,3
2017,16,K,27,Nick Rose (FA),0,1,0.0,0,0,0,0,0,0,2,,1,2.0,2.0,0.0%,2
2017,16,K,28,Mike Nugent (FA),0,0,0,0,0,0,0,0,0,2,,1,2.0,2.0,0.0%,3
2017,16,K,29,Chandler Catanzaro (FA),0,0,0,0,0,0,0,0,0,1,,1,1.0,1.0,0.0%,1
2017,16,K,30,Ka'imi Fairbairn (HOU),0,0,0,0,0,0,0,0,0,0,,1,0.0,0.0,0.3%,0
2017,16,K,31,Aldrick Rosas (FA),0,1,0.0,0,0,0,0,0,0,0,,1,0.0,0.0,0.0%,0
2017,16,K,32,Mason Crosby (GB),0,0,0,0,0,0,0,0,0,0,,1,0.0,0.0,3.7%,0
2017,16,K,33,Michael Palardy (FA),0,0,0,0,0,0,0,0,0,0,,1,0.0,0.0,33.3%,0
2017,17,K,1,Phil Dawson (FA),4,4,100.0,53,0,0,0,3,1,2,,1,19.0,19.0,0.1%,2
2017,17,K,2,Matt Bryant (FA),5,5,100.0,56,0,0,3,1,1,1,,1,19.0,19.0,0.1%,1
2017,17,K,3,Robbie Gould (SF),2,2,100.0,48,0,0,1,1,0,4,,1,11.0,11.0,14.5%,4
2017,17,K,4,Stephen Hauschka (FA),3,3,100.0,49,0,1,1,1,0,1,,1,11.0,11.0,0.0%,1
2017,17,K,5,Adam Vinatieri (FA),2,2,100.0,54,0,1,0,0,1,2,,1,10.0,10.0,0.2%,2
2017,17,K,6,Justin Tucker (BAL),2,2,100.0,46,0,0,1,1,0,3,,1,10.0,10.0,99.7%,3
2017,17,K,7,Ka'imi Fairbairn (HOU),2,2,100.0,52,0,0,0,1,1,1,,1,10.0,10.0,0.3%,1
2017,17,K,8,Matt Prater (ARI),2,2,100.0,30,0,1,1,0,0,3,,1,9.0,9.0,74.8%,3
2017,17,K,9,Harrison Butker (KC),2,2,100.0,30,0,1,1,0,0,3,,1,9.0,9.0,96.6%,3
2017,17,K,10,Ryan Succop (TB),3,3,100.0,39,0,1,2,0,0,0,,1,9.0,9.0,18.5%,1
2017,17,K,11,Zane Gonzalez (CAR),1,1,100.0,51,0,0,0,0,1,3,,1,8.0,8.0,0.6%,3
2017,17,K,12,Wil Lutz (NO),1,1,100.0,48,0,0,0,1,0,3,,1,7.4,7.4,3.8%,3
2017,17,K,13,Blair Walsh (FA),1,2,50.0,49,0,0,0,1,0,3,,1,7.0,7.0,0.1%,3
2017,17,K,14,Randy Bullock (TEN),1,1,100.0,32,0,0,1,0,0,4,,1,7.0,7.0,1.0%,4
2017,17,K,15,Sam Ficken (FA),2,2,100.0,23,0,2,0,0,0,1,,1,7.0,7.0,0.0%,1
2017,17,K,16,Chandler Catanzaro (FA),2,3,66.7,48,0,0,1,1,0,0,,1,7.0,7.0,0.0%,0
2017,17,K,17,Mike Nugent (FA),1,1,100.0,55,0,0,0,0,1,1,,1,6.0,6.0,0.0%,1
